número_da_consulta,número_do_documento,ordem_no_ranking,score
26,clueweb22-pt0001-21-07080_2,56,5.177746
26,clueweb22-pt0001-74-14926_1,57,5.161036
26,clueweb22-pt0000-39-21225_2,58,5.1581106
26,clueweb22-pt0000-13-12589_1,59,5.143858
26,clueweb22-pt0000-55-02360_11,60,5.13206
26,clueweb22-pt0000-63-06785_4,61,5.13206
26,clueweb22-pt0000-00-15547_3,62,5.12923
26,clueweb22-pt0001-86-12327_19,63,5.1254687
26,clueweb22-pt0000-08-10306_10,64,5.1082864
26,clueweb22-pt0001-33-11597_2,65,5.101718
26,clueweb22-pt0001-70-03386_10,66,5.0965695
26,clueweb22-pt0000-64-03778_2,67,5.079634
26,clueweb22-pt0000-61-12507_6,68,5.075282
26,clueweb22-pt0000-07-10419_5,69,5.0723634
26,clueweb22-pt0000-41-09641_3,70,5.069506
26,clueweb22-pt0001-71-15270_8,71,5.0685625
26,clueweb22-pt0001-63-14018_2,72,5.065692
26,clueweb22-pt0000-21-17685_9,73,5.057334
26,clueweb22-pt0001-24-14602_4,74,5.057334
26,clueweb22-pt0001-37-18281_10,75,5.0552444
26,clueweb22-pt0000-71-01220_23,76,5.0535088
26,clueweb22-pt0000-06-08074_0,77,5.0533752
26,clueweb22-pt0001-68-09507_0,78,5.0498376
26,clueweb22-pt0001-73-14839_2,79,5.042793
26,clueweb22-pt0000-05-18141_77,80,5.0195966
26,clueweb22-pt0000-87-03391_76,81,5.0195966
26,clueweb22-pt0001-46-10560_49,82,5.0195966
26,clueweb22-pt0000-01-15953_3,83,5.01618
26,clueweb22-pt0001-84-05685_1,84,4.997237
26,clueweb22-pt0001-81-13130_0,85,4.996283
26,clueweb22-pt0001-40-17560_13,86,4.9732924
26,clueweb22-pt0001-21-10897_2,87,4.9695697
26,clueweb22-pt0000-82-08318_8,88,4.950731
26,clueweb22-pt0000-47-16617_6,89,4.949704
26,clueweb22-pt0001-24-12213_0,90,4.936942
26,clueweb22-pt0001-37-13796_3,91,4.931331
26,clueweb22-pt0001-29-16097_6,92,4.930108
26,clueweb22-pt0001-68-17719_18,93,4.9279838
26,clueweb22-pt0000-95-07845_1,94,4.917069
26,clueweb22-pt0001-20-04334_16,95,4.917062
26,clueweb22-pt0000-53-16527_1,96,4.916776
26,clueweb22-pt0000-35-04497_4,97,4.9163275
26,clueweb22-pt0001-16-02641_1,98,4.9083652
26,clueweb22-pt0000-21-14005_12,99,4.90487
26,clueweb22-pt0000-01-18215_6,100,4.893336
28,clueweb22-pt0001-14-15000_11,1,8.31367
28,clueweb22-pt0000-35-08445_11,2,8.268521
28,clueweb22-pt0000-31-12254_7,3,8.074278
28,clueweb22-pt0001-44-07087_5,4,7.8911
28,clueweb22-pt0001-85-02770_3,5,7.6678634
28,clueweb22-pt0001-88-13352_5,6,7.5629177
28,clueweb22-pt0000-88-13457_1,7,7.552246
28,clueweb22-pt0001-60-14128_0,8,7.3694134
28,clueweb22-pt0001-18-02562_6,9,7.365609
28,clueweb22-pt0000-76-10324_0,10,7.329982
28,clueweb22-pt0001-01-12093_3,11,7.2657986
28,clueweb22-pt0000-50-08795_2,12,7.212856
28,clueweb22-pt0001-83-09323_11,13,7.1848564
28,clueweb22-pt0002-04-01541_5,14,7.1657696
28,clueweb22-pt0001-59-13101_78,15,7.1334915
28,clueweb22-pt0000-34-13963_1,16,7.1198626
28,clueweb22-pt0001-50-19060_1,17,7.010802
28,clueweb22-pt0000-73-03810_6,18,6.944205
28,clueweb22-pt0001-44-10923_1,19,6.9304333
28,clueweb22-pt0000-41-04693_0,20,6.9027133
28,clueweb22-pt0000-37-16380_0,21,6.8605633
28,clueweb22-pt0000-27-03683_2,22,6.8566566
28,clueweb22-pt0000-21-14570_1,23,6.8416195
28,clueweb22-pt0001-09-18154_5,24,6.820792
28,clueweb22-pt0000-32-13819_2,25,6.811972
28,clueweb22-pt0001-12-03064_0,26,6.8010545
28,clueweb22-pt0001-38-16706_2,27,6.7853823
28,clueweb22-pt0002-27-00491_7,28,6.6949058
28,clueweb22-pt0001-71-18139_16,29,6.687991
28,clueweb22-pt0001-46-09401_7,30,6.6861076
28,clueweb22-pt0001-72-11867_24,31,6.6818814
28,clueweb22-pt0000-20-02868_0,32,6.6666994
28,clueweb22-pt0000-48-17174_20,33,6.636223
28,clueweb22-pt0000-39-16733_2,34,6.627517
28,clueweb22-pt0001-56-17162_1,35,6.6098695
28,clueweb22-pt0000-52-14311_79,36,6.589168
28,clueweb22-pt0000-71-13031_3,37,6.5873723
28,clueweb22-pt0001-30-09710_2,38,6.5725203
28,clueweb22-pt0000-36-10434_1,39,6.564558
28,clueweb22-pt0000-32-22030_2,40,6.557666
28,clueweb22-pt0000-06-14935_20,41,6.5528398
28,clueweb22-pt0000-64-05264_78,42,6.5292315
28,clueweb22-pt0002-02-02969_0,43,6.5198455
28,clueweb22-pt0000-69-15444_2,44,6.5006647
28,clueweb22-pt0000-95-05330_3,45,6.413722
28,clueweb22-pt0000-92-04391_1,46,6.399508
28,clueweb22-pt0000-15-09858_20,47,6.3779507
28,clueweb22-pt0000-27-11569_16,48,6.3662214
28,clueweb22-pt0002-03-09394_1,49,6.3347063
28,clueweb22-pt0001-09-07138_1,50,6.3219066
28,clueweb22-pt0000-10-08742_2,51,6.291788
28,clueweb22-pt0001-48-05845_4,52,6.2913322
28,clueweb22-pt0001-02-00219_0,53,6.2896667
28,clueweb22-pt0000-38-07901_2,54,6.2796416
28,clueweb22-pt0001-16-15974_0,55,6.2740784
28,clueweb22-pt0001-38-07148_5,56,6.2726693
28,clueweb22-pt0000-53-00227_9,57,6.2672014
28,clueweb22-pt0001-26-02888_8,58,6.2672014
28,clueweb22-pt0001-02-20111_5,59,6.251143
28,clueweb22-pt0001-40-06271_1,60,6.2498927
28,clueweb22-pt0001-95-13895_0,61,6.2430534
28,clueweb22-pt0001-64-12458_3,62,6.2393007
28,clueweb22-pt0000-71-08057_4,63,6.225816
28,clueweb22-pt0000-60-15136_4,64,6.223951
28,clueweb22-pt0000-99-10105_1,65,6.218057
28,clueweb22-pt0000-40-06959_41,66,6.2156496
28,clueweb22-pt0001-39-12325_4,67,6.2053475
28,clueweb22-pt0000-41-05580_6,68,6.203018
28,clueweb22-pt0001-60-10316_2,69,6.1772747
28,clueweb22-pt0000-02-06651_7,70,6.177178
28,clueweb22-pt0001-54-09776_4,71,6.176097
28,clueweb22-pt0000-87-17476_281,72,6.175162
28,clueweb22-pt0001-81-07188_13,73,6.1591573
28,clueweb22-pt0000-13-05615_1,74,6.1572466
28,clueweb22-pt0000-05-14205_1,75,6.1570287
28,clueweb22-pt0000-17-06055_1,76,6.111716
28,clueweb22-pt0002-00-01038_1,77,6.088724
28,clueweb22-pt0000-61-07861_1,78,6.0864315
28,clueweb22-pt0001-04-17006_1,79,6.0799394
28,clueweb22-pt0000-92-14942_4,80,6.065976
28,clueweb22-pt0000-87-13279_0,81,6.057742
28,clueweb22-pt0001-36-03015_4,82,6.038602
28,clueweb22-pt0001-24-14440_1,83,6.024926
28,clueweb22-pt0000-18-12995_2,84,6.022274
28,clueweb22-pt0000-79-15429_6,85,6.0193033
28,clueweb22-pt0001-67-17601_1,86,6.0160923
28,clueweb22-pt0001-73-11477_2,87,6.012709
28,clueweb22-pt0001-53-00069_2,88,6.0049767
28,clueweb22-pt0001-20-17635_2,89,5.9872665
28,clueweb22-pt0000-43-08967_1,90,5.9871664
28,clueweb22-pt0000-12-12716_3,91,5.986453
28,clueweb22-pt0000-08-09435_1,92,5.9861107
28,clueweb22-pt0000-57-13191_3,93,5.9811625
28,clueweb22-pt0000-41-18365_10,94,5.9765463
28,clueweb22-pt0000-60-13796_0,95,5.972639
28,clueweb22-pt0000-04-19149_3,96,5.9711123
28,clueweb22-pt0001-10-07044_2,97,5.9616227
28,clueweb22-pt0001-14-17285_6,98,5.954085
28,clueweb22-pt0000-39-20377_4,99,5.951537
28,clueweb22-pt0001-45-14728_38,100,5.951537
47,clueweb22-pt0001-18-20187_272,1,9.313933
47,clueweb22-pt0000-74-01534_0,2,8.97447
47,clueweb22-pt0000-85-10668_5,3,8.785821
47,clueweb22-pt0001-20-17422_2,4,8.488523
47,clueweb22-pt0000-39-01868_7,5,8.39205
47,clueweb22-pt0000-11-17219_14,6,8.136667
47,clueweb22-pt0000-97-05747_6,7,8.131124
47,clueweb22-pt0001-90-18494_2,8,7.931514
47,clueweb22-pt0001-07-03548_0,9,7.9142084
47,clueweb22-pt0001-40-17263_0,10,7.879656
47,clueweb22-pt0000-04-08813_1,11,7.857671
47,clueweb22-pt0000-29-07190_685,12,7.7324605
47,clueweb22-pt0000-66-14992_0,13,7.696135
47,clueweb22-pt0000-84-13723_121,14,7.6775556
47,clueweb22-pt0000-31-03251_1,15,7.509967
47,clueweb22-pt0001-88-06158_0,16,7.4653606
47,clueweb22-pt0001-56-19265_0,17,7.4580646
47,clueweb22-pt0001-40-13710_2,18,7.455022
47,clueweb22-pt0001-70-00394_2,19,7.3984785
47,clueweb22-pt0000-98-10204_0,20,7.391293
47,clueweb22-pt0000-57-03045_0,21,7.3097854
47,clueweb22-pt0001-77-01683_2,22,7.246119
47,clueweb22-pt0001-79-17796_0,23,7.2283764
47,clueweb22-pt0000-05-13749_2,24,7.177039
47,clueweb22-pt0001-06-01352_5,25,7.1298323
47,clueweb22-pt0001-43-05187_128,26,7.0896626
47,clueweb22-pt0001-50-07611_4,27,7.0791187
47,clueweb22-pt0001-66-05338_2,28,7.0356565
47,clueweb22-pt0000-71-01328_5,29,7.0061088
47,clueweb22-pt0002-02-03980_3,30,6.9883375
47,clueweb22-pt0001-91-07815_0,31,6.9736137
47,clueweb22-pt0000-60-03807_0,32,6.9423866
47,clueweb22-pt0000-25-06493_3,33,6.8940473
47,clueweb22-pt0000-47-18509_1,34,6.8909945
47,clueweb22-pt0001-94-04563_1,35,6.8753095
47,clueweb22-pt0000-29-02667_1,36,6.866212
47,clueweb22-pt0000-86-10122_1,37,6.8264484
47,clueweb22-pt0000-63-03250_7,38,6.8145595
47,clueweb22-pt0000-71-20989_4,39,6.7992673
47,clueweb22-pt0001-11-10830_0,40,6.7760687
47,clueweb22-pt0000-62-15204_4,41,6.773809
47,clueweb22-pt0000-44-13259_1,42,6.763973
47,clueweb22-pt0000-16-00791_51,43,6.752201
47,clueweb22-pt0000-32-00158_2,44,6.742987
47,clueweb22-pt0000-86-11687_1,45,6.730088
47,clueweb22-pt0002-17-00722_1,46,6.710374
47,clueweb22-pt0000-69-12148_6,47,6.6787367
47,clueweb22-pt0000-25-17463_0,48,6.6647396
47,clueweb22-pt0001-37-17183_17,49,6.650688
47,clueweb22-pt0000-70-07766_410,50,6.6418405
47,clueweb22-pt0000-25-07402_0,51,6.6332297
47,clueweb22-pt0001-32-03232_0,52,6.6309543
47,clueweb22-pt0000-82-11380_6,53,6.617759
47,clueweb22-pt0001-76-03370_2,54,6.597585
47,clueweb22-pt0000-69-01299_9,55,6.585712
47,clueweb22-pt0001-74-12042_0,56,6.5827723
47,clueweb22-pt0001-68-07384_11,57,6.5682974
47,clueweb22-pt0000-68-18405_4,58,6.5598984
47,clueweb22-pt0000-23-04315_6,59,6.550227
47,clueweb22-pt0001-72-01640_5,60,6.546376
47,clueweb22-pt0002-00-07379_19,61,6.537268
47,clueweb22-pt0002-07-10716_5,62,6.532079
47,clueweb22-pt0000-71-01106_6,63,6.522067
47,clueweb22-pt0001-09-06649_0,64,6.469929
47,clueweb22-pt0000-51-10678_2,65,6.451983
47,clueweb22-pt0000-70-07766_322,66,6.439898
47,clueweb22-pt0001-62-14350_12,67,6.4385715
47,clueweb22-pt0001-47-12927_17,68,6.4363813
47,clueweb22-pt0001-54-08040_11,69,6.4270515
47,clueweb22-pt0001-26-00262_0,70,6.4217772
47,clueweb22-pt0000-46-16752_0,71,6.4171987
47,clueweb22-pt0001-22-17250_8,72,6.4093432
47,clueweb22-pt0000-84-01872_3,73,6.4071965
47,clueweb22-pt0000-49-15863_6,74,6.4061904
47,clueweb22-pt0000-30-09661_42,75,6.3947
47,clueweb22-pt0001-11-15176_0,76,6.3885803
47,clueweb22-pt0000-88-17753_1,77,6.3817105
47,clueweb22-pt0001-72-10619_7,78,6.360923
47,clueweb22-pt0000-94-00542_1,79,6.3533716
47,clueweb22-pt0000-37-04427_3,80,6.351679
47,clueweb22-pt0000-50-17550_6,81,6.335876
47,clueweb22-pt0000-36-11394_10,82,6.3211575
47,clueweb22-pt0001-39-15984_40,83,6.317933
47,clueweb22-pt0002-06-15803_2,84,6.313607
47,clueweb22-pt0000-97-08264_1,85,6.3108664
47,clueweb22-pt0001-21-01896_28,86,6.306271
47,clueweb22-pt0001-61-18891_5,87,6.3057275
47,clueweb22-pt0001-40-04812_4,88,6.2968693
47,clueweb22-pt0001-74-14603_14,89,6.293856
47,clueweb22-pt0001-11-08532_0,90,6.292834
47,clueweb22-pt0001-52-11653_0,91,6.288954
47,clueweb22-pt0000-02-04725_2,92,6.288417
47,clueweb22-pt0001-79-07056_5,93,6.2848473
47,clueweb22-pt0000-70-05827_0,94,6.271825
47,clueweb22-pt0001-76-07692_3,95,6.269356
47,clueweb22-pt0000-98-11993_2,96,6.262878
47,clueweb22-pt0001-57-09706_4,97,6.2590747
47,clueweb22-pt0001-02-08100_5,98,6.2494874
47,clueweb22-pt0001-52-16342_5,99,6.245162
47,clueweb22-pt0001-08-05550_2,100,6.238667
49,clueweb22-pt0000-28-16486_11,1,10.63019
49,clueweb22-pt0001-33-07732_6,2,10.298368
49,clueweb22-pt0001-72-01277_0,3,8.613466
49,clueweb22-pt0000-80-03884_2,4,8.608363
49,clueweb22-pt0000-34-07748_0,5,8.604559
49,clueweb22-pt0001-02-18931_3,6,8.273355
49,clueweb22-pt0000-47-18826_3,7,8.23231
49,clueweb22-pt0001-64-18450_0,8,7.7608943
49,clueweb22-pt0000-71-03542_5,9,7.674706
49,clueweb22-pt0000-59-04425_0,10,7.613695
49,clueweb22-pt0000-60-09571_5,11,7.5456214
49,clueweb22-pt0000-37-02876_8,12,7.5181694
49,clueweb22-pt0001-59-04388_42,13,7.4604845
49,clueweb22-pt0000-23-11827_3,14,7.3791957
49,clueweb22-pt0001-15-02619_0,15,7.3264084
49,clueweb22-pt0001-54-05823_0,16,7.324014
49,clueweb22-pt0001-56-06874_2,17,7.239382
49,clueweb22-pt0000-81-18886_24,18,7.1856484
49,clueweb22-pt0000-33-15202_10,19,7.180921
49,clueweb22-pt0002-01-16609_1,20,7.145751
49,clueweb22-pt0000-45-00070_11,21,7.0930996
49,clueweb22-pt0001-26-07094_2,22,7.088912
49,clueweb22-pt0000-34-05439_2,23,7.072347
49,clueweb22-pt0000-87-01469_2,24,7.062239
49,clueweb22-pt0002-06-11200_24,25,7.0585585
49,clueweb22-pt0001-13-02297_1,26,6.995706
49,clueweb22-pt0000-12-04062_1,27,6.9829373
49,clueweb22-pt0001-03-12060_2,28,6.959789
49,clueweb22-pt0000-63-02359_0,29,6.952221
49,clueweb22-pt0000-87-17476_329,30,6.927615
49,clueweb22-pt0001-41-03111_4,31,6.9143
49,clueweb22-pt0001-22-07798_5,32,6.902493
49,clueweb22-pt0001-97-01583_2,33,6.8303027
49,clueweb22-pt0001-80-19604_5,34,6.802435
49,clueweb22-pt0002-01-00317_2,35,6.7863564
49,clueweb22-pt0001-67-10189_1,36,6.775982
49,clueweb22-pt0001-94-04566_6,37,6.769788
49,clueweb22-pt0000-23-06279_1,38,6.753693
49,clueweb22-pt0001-94-18137_8,39,6.745089
49,clueweb22-pt0001-67-12369_4,40,6.735863
49,clueweb22-pt0001-59-05140_187,41,6.733115
49,clueweb22-pt0001-07-11530_0,42,6.7303624
49,clueweb22-pt0001-31-10631_5,43,6.7246532
49,clueweb22-pt0000-46-02423_3,44,6.7227483
49,clueweb22-pt0000-45-13525_0,45,6.7000937
49,clueweb22-pt0000-58-07535_188,46,6.694171
49,clueweb22-pt0001-25-11496_6,47,6.6701937
49,clueweb22-pt0001-13-03486_4,48,6.668401
49,clueweb22-pt0001-85-16293_0,49,6.6402483
49,clueweb22-pt0000-57-08784_1,50,6.6291695
49,clueweb22-pt0001-66-12172_2,51,6.6279
49,clueweb22-pt0000-08-14886_0,52,6.5896726
49,clueweb22-pt0000-60-12338_5,53,6.578071
49,clueweb22-pt0002-01-17289_0,54,6.5589485
49,clueweb22-pt0000-31-09664_8,55,6.5556417
49,clueweb22-pt0002-01-15554_1,56,6.524527
49,clueweb22-pt0000-48-11875_11,57,6.513167
49,clueweb22-pt0000-77-12339_5,58,6.506327
49,clueweb22-pt0002-03-09884_8,59,6.4965158
49,clueweb22-pt0000-77-01900_6,60,6.4849873
49,clueweb22-pt0001-26-06245_7,61,6.4751515
49,clueweb22-pt0000-96-10883_1,62,6.4726176
49,clueweb22-pt0001-76-07252_0,63,6.4242835
49,clueweb22-pt0001-69-15407_22,64,6.4221745
49,clueweb22-pt0001-46-15071_22,65,6.420843
49,clueweb22-pt0000-00-18137_4,66,6.393712
49,clueweb22-pt0000-44-09115_1,67,6.393305
49,clueweb22-pt0001-38-17485_21,68,6.3855886
49,clueweb22-pt0001-31-18170_0,69,6.378356
49,clueweb22-pt0000-69-21148_0,70,6.3590245
49,clueweb22-pt0000-49-11605_0,71,6.333375
49,clueweb22-pt0001-67-13566_7,72,6.33146
49,clueweb22-pt0000-96-10567_12,73,6.3094583
49,clueweb22-pt0000-59-05120_0,74,6.3069167
49,clueweb22-pt0000-10-03295_2,75,6.3002524
49,clueweb22-pt0001-79-02618_0,76,6.2864347
49,clueweb22-pt0000-36-12719_14,77,6.285426
49,clueweb22-pt0000-05-01881_22,78,6.281057
49,clueweb22-pt0001-46-16566_15,79,6.2670026
49,clueweb22-pt0001-18-00728_2,80,6.2515936
49,clueweb22-pt0001-78-01589_1,81,6.2335796
49,clueweb22-pt0002-04-08000_0,82,6.2312727
49,clueweb22-pt0000-17-07729_0,83,6.2253323
49,clueweb22-pt0001-20-05907_0,84,6.2216244
49,clueweb22-pt0001-43-08464_15,85,6.216638
49,clueweb22-pt0002-00-18404_4,86,6.206689
49,clueweb22-pt0001-09-04970_2,87,6.206282
49,clueweb22-pt0001-44-13119_15,88,6.2061195
49,clueweb22-pt0001-10-06607_198,89,6.205733
49,clueweb22-pt0001-37-17709_5,90,6.2042055
49,clueweb22-pt0001-61-14410_0,91,6.2017035
49,clueweb22-pt0001-79-10783_4,92,6.2000346
49,clueweb22-pt0001-38-04521_5,93,6.18894
49,clueweb22-pt0000-30-06067_19,94,6.1888423
49,clueweb22-pt0001-02-06486_0,95,6.1737676
49,clueweb22-pt0000-44-01265_11,96,6.158312
49,clueweb22-pt0001-07-17862_1,97,6.1545177
49,clueweb22-pt0002-01-15554_4,98,6.1457148
49,clueweb22-pt0000-21-12505_0,99,6.1399665
49,clueweb22-pt0001-98-09978_0,100,6.139213
51,clueweb22-pt0000-56-07382_0,1,7.221463
51,clueweb22-pt0000-83-17659_0,2,7.1830225
51,clueweb22-pt0000-15-03818_7,3,7.0895147
51,clueweb22-pt0001-75-13564_11,4,6.9955125
51,clueweb22-pt0000-06-02615_4,5,6.9526887
51,clueweb22-pt0000-43-07654_9,6,6.933467
51,clueweb22-pt0000-47-01032_2,7,6.9305744
51,clueweb22-pt0001-62-03417_16,8,6.896231
51,clueweb22-pt0001-64-11039_1,9,6.833612
51,clueweb22-pt0000-84-02099_15,10,6.796299
51,clueweb22-pt0000-81-06431_0,11,6.7625585
51,clueweb22-pt0001-34-17856_6,12,6.7398663
51,clueweb22-pt0000-11-02784_2,13,6.733428
51,clueweb22-pt0002-04-09922_5,14,6.6630406
51,clueweb22-pt0002-02-06885_28,15,6.630964
51,clueweb22-pt0001-16-02777_0,16,6.5991855
51,clueweb22-pt0001-25-20422_13,17,6.568044
51,clueweb22-pt0001-62-04691_6,18,6.520286
51,clueweb22-pt0001-97-15216_0,19,6.5058255
51,clueweb22-pt0001-71-02165_0,20,6.5044374
51,clueweb22-pt0000-46-14282_9,21,6.446338
51,clueweb22-pt0000-31-04683_13,22,6.439199
51,clueweb22-pt0000-05-17371_0,23,6.4358406
51,clueweb22-pt0000-73-02627_12,24,6.4099865
51,clueweb22-pt0001-55-01857_0,25,6.3885984
51,clueweb22-pt0001-65-13714_1,26,6.3550987
51,clueweb22-pt0001-16-08850_13,27,6.3288445
51,clueweb22-pt0000-87-20527_0,28,6.267558
51,clueweb22-pt0001-68-07639_0,29,6.237299
51,clueweb22-pt0000-49-08658_0,30,6.187474
51,clueweb22-pt0001-06-16367_5,31,6.1861916
51,clueweb22-pt0000-03-00764_3,32,6.1336937
51,clueweb22-pt0000-50-11971_3,33,6.1211147
51,clueweb22-pt0000-96-17798_3,34,6.1211147
51,clueweb22-pt0001-37-17183_33,35,6.0954437
51,clueweb22-pt0002-06-18035_17,36,6.0927744
51,clueweb22-pt0000-23-07220_5,37,6.0869775
51,clueweb22-pt0001-40-15557_2,38,6.0625196
51,clueweb22-pt0000-60-11220_8,39,6.060382
51,clueweb22-pt0001-03-09581_0,40,6.053732
51,clueweb22-pt0001-55-11666_11,41,6.0346584
51,clueweb22-pt0000-24-12920_0,42,6.032082
51,clueweb22-pt0001-75-06009_4,43,6.03127
51,clueweb22-pt0000-25-09137_4,44,6.005101
51,clueweb22-pt0001-11-09464_3,45,5.9910216
51,clueweb22-pt0000-69-02861_0,46,5.9809647
51,clueweb22-pt0001-77-11175_3,47,5.9790726
51,clueweb22-pt0001-77-01778_3,48,5.9477363
51,clueweb22-pt0001-15-11390_0,49,5.9378176
51,clueweb22-pt0001-70-12597_1,50,5.927272
51,clueweb22-pt0000-15-10952_0,51,5.890578
51,clueweb22-pt0001-63-13709_3,52,5.889579
51,clueweb22-pt0001-91-17363_13,53,5.871726
51,clueweb22-pt0001-61-04553_0,54,5.8678675
51,clueweb22-pt0000-18-17632_8,55,5.8396425
51,clueweb22-pt0000-67-05411_2,56,5.8362117
51,clueweb22-pt0001-24-13061_4,57,5.835368
51,clueweb22-pt0001-36-09694_8,58,5.8219805
51,clueweb22-pt0001-43-11887_5,59,5.8187017
51,clueweb22-pt0000-91-04390_13,60,5.818571
51,clueweb22-pt0000-28-07606_0,61,5.8126507
51,clueweb22-pt0001-61-05055_2,62,5.8096614
51,clueweb22-pt0000-11-00220_0,63,5.800942
51,clueweb22-pt0002-14-00096_0,64,5.799688
51,clueweb22-pt0001-95-14082_0,65,5.7982707
51,clueweb22-pt0001-98-01251_0,66,5.785833
51,clueweb22-pt0000-45-00070_11,67,5.77741
51,clueweb22-pt0001-56-17298_2,68,5.760355
51,clueweb22-pt0000-58-02873_2,69,5.74211
51,clueweb22-pt0001-21-12032_3,70,5.740464
51,clueweb22-pt0001-91-17363_2,71,5.740356
51,clueweb22-pt0000-40-05937_0,72,5.7267375
51,clueweb22-pt0001-68-14702_10,73,5.722589
51,clueweb22-pt0000-53-05729_4,74,5.7170987
51,clueweb22-pt0001-71-14135_1,75,5.7157207
51,clueweb22-pt0001-46-17427_9,76,5.7135205
51,clueweb22-pt0001-52-00301_0,77,5.7107754
51,clueweb22-pt0001-24-12044_33,78,5.7060385
51,clueweb22-pt0001-02-15901_2,79,5.7009363
51,clueweb22-pt0000-02-04725_2,80,5.6945524
51,clueweb22-pt0001-44-19223_5,81,5.6769443
51,clueweb22-pt0001-88-18326_20,82,5.6707654
51,clueweb22-pt0001-43-02705_41,83,5.66269
51,clueweb22-pt0000-24-13940_0,84,5.6519723
51,clueweb22-pt0001-72-01579_14,85,5.65112
51,clueweb22-pt0001-08-09917_0,86,5.6503153
51,clueweb22-pt0000-67-05411_5,87,5.6500535
51,clueweb22-pt0000-62-09940_2,88,5.635063
51,clueweb22-pt0001-66-01089_10,89,5.630009
51,clueweb22-pt0000-75-15995_5,90,5.6201215
51,clueweb22-pt0001-36-04543_9,91,5.6201215
51,clueweb22-pt0002-03-02778_1,92,5.610837
51,clueweb22-pt0001-12-04152_3,93,5.6058
51,clueweb22-pt0000-32-12578_1,94,5.5995164
51,clueweb22-pt0000-49-05577_3,95,5.5972233
51,clueweb22-pt0000-29-16752_0,96,5.596287
51,clueweb22-pt0001-88-15159_25,97,5.5942936
51,clueweb22-pt0000-47-18947_3,98,5.5934973
51,clueweb22-pt0000-30-08141_12,99,5.5932026
51,clueweb22-pt0001-17-14955_0,100,5.591972
54,clueweb22-pt0001-03-04574_1,1,8.306165
54,clueweb22-pt0000-87-15151_0,2,7.988836
54,clueweb22-pt0001-06-12858_4,3,7.7710204
54,clueweb22-pt0000-19-13984_3,4,7.746148
54,clueweb22-pt0000-47-07836_0,5,7.6303906
54,clueweb22-pt0001-19-15158_0,6,7.399283
54,clueweb22-pt0000-98-18445_3,7,7.2253942
54,clueweb22-pt0001-87-13295_4,8,7.1858935
54,clueweb22-pt0001-04-19287_7,9,7.1743946
54,clueweb22-pt0000-19-13984_4,10,7.1182523
54,clueweb22-pt0000-04-19719_5,11,7.067059
54,clueweb22-pt0001-57-00637_4,12,7.064329
54,clueweb22-pt0000-64-21123_2,13,6.989689
54,clueweb22-pt0000-07-03931_1,14,6.98221
54,clueweb22-pt0000-12-15985_1,15,6.880493
54,clueweb22-pt0000-27-17985_0,16,6.877672
54,clueweb22-pt0002-01-04224_4,17,6.80451
54,clueweb22-pt0000-29-17843_3,18,6.791429
54,clueweb22-pt0000-05-02747_0,19,6.7876763
54,clueweb22-pt0001-34-16031_0,20,6.7803187
54,clueweb22-pt0001-57-11757_13,21,6.77683
54,clueweb22-pt0001-34-10546_0,22,6.6895037
54,clueweb22-pt0000-19-13563_3,23,6.663055
54,clueweb22-pt0000-05-01891_1,24,6.66056
54,clueweb22-pt0001-42-02405_17,25,6.6603765
54,clueweb22-pt0001-92-05680_0,26,6.639331
54,clueweb22-pt0000-75-08119_0,27,6.6390696
54,clueweb22-pt0001-46-05303_24,28,6.5792556
54,clueweb22-pt0001-32-00135_4,29,6.553592
54,clueweb22-pt0000-47-17463_2,30,6.5311728
54,clueweb22-pt0000-24-15324_15,31,6.528161
54,clueweb22-pt0001-25-13871_1,32,6.516031
54,clueweb22-pt0000-49-20463_1,33,6.510847
54,clueweb22-pt0000-20-09449_16,34,6.5104585
54,clueweb22-pt0000-87-15151_4,35,6.4844637
54,clueweb22-pt0000-23-17280_44,36,6.3931623
54,clueweb22-pt0000-40-08202_5,37,6.3471947
54,clueweb22-pt0000-31-18000_56,38,6.331821
54,clueweb22-pt0000-95-03062_1,39,6.327198
54,clueweb22-pt0000-04-19719_1,40,6.326519
54,clueweb22-pt0001-48-11769_77,41,6.3029757
54,clueweb22-pt0002-06-11698_4,42,6.2911205
54,clueweb22-pt0000-05-17539_3,43,6.280691
54,clueweb22-pt0001-97-12962_1,44,6.278856
54,clueweb22-pt0001-28-10580_1,45,6.2623
54,clueweb22-pt0002-44-00406_2,46,6.2536983
54,clueweb22-pt0001-61-07991_4,47,6.2528996
54,clueweb22-pt0001-42-02405_32,48,6.2338796
54,clueweb22-pt0000-42-10876_0,49,6.224858
54,clueweb22-pt0001-42-02405_40,50,6.2188506
54,clueweb22-pt0001-95-07491_1,51,6.2155657
54,clueweb22-pt0000-36-14108_0,52,6.1933074
54,clueweb22-pt0002-01-18444_7,53,6.190503
54,clueweb22-pt0000-65-03464_3,54,6.189094
54,clueweb22-pt0000-20-13899_2,55,6.182507
54,clueweb22-pt0001-52-03053_0,56,6.1696935
54,clueweb22-pt0000-27-16547_2,57,6.169015
54,clueweb22-pt0000-11-07065_2,58,6.163078
54,clueweb22-pt0000-23-09848_14,59,6.1582923
54,clueweb22-pt0002-04-15068_7,60,6.153687
54,clueweb22-pt0000-45-00944_12,61,6.1499095
54,clueweb22-pt0000-23-20762_1,62,6.1389575
